Gene ID	baseMean	log2FoldChange	lfcSE (standard error)	stat	pvalue	padj
Os09g0548100	5.508564291	1.852968714	1.039093757	1.783254593	0.074544869	0.130988627
Os12g0570300	17.6699891	-1.07795025	0.604502479	-1.783202366	0.074553367	0.130995821
Os01g0731000	444.5135498	-0.271018465	0.151986803	-1.783171038	0.074558465	0.130997039
Os04g0670900	10.82245893	1.250078326	0.701054973	1.783138803	0.074563711	0.130998517
Os02g0822800	606.0707015	-0.219170055	0.122945298	-1.782663165	0.074641151	0.131126823
Os12g0545900	174.4663159	-0.393174968	0.220558855	-1.782630616	0.074646453	0.131128391
Os05g0166450	163.2054776	0.380633401	0.213544776	1.782452416	0.074675484	0.131171643
Os07g0273301	41.20478272	-0.627836979	0.352266651	-1.782277653	0.074703965	0.131213921
Os01g0839300	275.0240503	0.247203671	0.13877921	1.781273081	0.07486785	0.131494011
Os04g0622000	34.09900805	-0.747145867	0.419460799	-1.781205463	0.074878892	0.131505639
Os05g0465400	9.521937293	1.303283226	0.731750284	1.781049157	0.074904421	0.131542707
Os12g0416900	127.0048224	0.356539099	0.200224013	1.780700998	0.07496131	0.13163484
Os03g0725800	582.118127	-0.270903865	0.152158327	-1.780407758	0.075009253	0.131711253
Os07g0229700	491.0946087	-0.248448516	0.139562382	-1.780196871	0.075043747	0.131764044
Os02g0565500	25.88618978	-0.777859278	0.437084372	-1.779654747	0.075132481	0.131912057
Os02g0741300	974.9244347	-0.16792186	0.094360095	-1.779585532	0.075143816	0.13192417
Os11g0308432	181.2649281	-0.320997105	0.180392619	-1.779435918	0.075168322	0.131959405
Os07g0615200	6707.507043	0.167661803	0.094237855	1.779134327	0.075217742	0.132038369
Os05g0304100	475.1622715	-0.24072677	0.135321156	-1.778929313	0.075251352	0.132089571
Os01g0706700	160.5158579	-0.338772166	0.190445148	-1.778843782	0.075265377	0.132098598
Os05g0569400	42.2777086	-0.647906173	0.36422686	-1.778853357	0.075263807	0.132098598
Os10g0555100	1155.887085	-0.350936927	0.197295666	-1.778736123	0.075283034	0.132121791
Os01g0772600	1605.634725	-0.195962819	0.110173166	-1.778680108	0.075292222	0.132129793
Os03g0422200	8.97885581	1.442980613	0.811276662	1.778654163	0.075296478	0.132129793
Os03g0328450	206.2084761	0.328976187	0.185032353	1.77793873	0.075413918	0.132328069
Os08g0105000	510.4494095	-0.227713555	0.128087717	-1.777793854	0.075437718	0.132362021
Os08g0457300	62.74296312	0.686510526	0.386189211	1.777653301	0.075460814	0.132389575
Os10g0142600	19.6633792	1.306567054	0.734999232	1.777644106	0.075462325	0.132389575
Os08g0476050	18.80692923	-0.855802989	0.481439601	-1.777591595	0.075470955	0.132396906
Os06g0208800	448.5861001	0.217512879	0.122367112	1.777543618	0.075478841	0.13240293
Os05g0299000	8.266731289	-1.636621314	0.920769105	-1.777450292	0.075494182	0.132422032
Os07g0192300	357.5120918	-0.29596175	0.166524218	-1.77728954	0.075520614	0.132460582
Os01g0948300	1718.65593	-0.167014827	0.0939763	-1.777201566	0.075535082	0.132478146
Os05g0381900	12.63823558	1.20364178	0.677316137	1.777075303	0.075555851	0.132506759
Os12g0109200	92.86055753	0.417922995	0.235181358	1.777024328	0.075564237	0.132513652
Os02g0754900	1163.987337	-0.187002707	0.10523709	-1.776965766	0.075573873	0.132522477
Os04g0556600	1.970184283	3.188314462	1.794272857	1.776939582	0.075578181	0.132522477
Os11g0129200	43.04732842	0.603072955	0.339459175	1.776569907	0.075639031	0.132621355
Os01g0121200	125.7142917	0.344386652	0.193874968	1.776333769	0.07567792	0.132681721
Os03g0313100	5.6776779	-2.411064026	1.357354922	-1.776295933	0.075684153	0.132684827
Os11g0630501	34.1587315	0.798670353	0.449644792	1.776225074	0.075695827	0.132697471
Os01g0934500	293.408969	-0.263136346	0.148154117	-1.77609877	0.075716639	0.13271831
Os01g0754800	34.77168203	0.665862417	0.374897945	1.776116477	0.075713721	0.13271831
Os08g0331900	48.68817855	-0.55572033	0.312908692	-1.7759824	0.075735818	0.132744104
Os01g0831200	1320.90479	-0.182419589	0.102729543	-1.775726674	0.075777979	0.132802348
ENSRNA049465030	7.807496439	1.417218935	0.798100032	1.775740983	0.075775619	0.132802348
Os10g0154566	43.45152048	0.57690071	0.324907338	1.775585349	0.075801287	0.132835368
Os05g0143500	1137.45977	0.205131662	0.115542585	1.775377127	0.075835638	0.132887736
Os03g0750500	4.90306084	-1.858485272	1.047015645	-1.775031043	0.075892762	0.132972166
Os02g0302450	12.67438879	-1.143468102	0.644191695	-1.775043221	0.075890751	0.132972166
Os01g0684400	2.951047846	2.942442882	1.657766426	1.774944187	0.075907103	0.13298946
Os08g0536383	3.142531637	2.923122252	1.646969662	1.774848875	0.075922844	0.133001368
Os12g0151600	1.988485531	3.21899649	1.813650046	1.774871893	0.075919042	0.133001368
Os02g0516600	1996.484667	-0.157891983	0.089005281	-1.773961967	0.076069442	0.133250329
Os04g0442100	1050.806247	-0.193560572	0.109115009	-1.773913356	0.076077483	0.133256567
Os05g0412900	3.950237174	2.298901483	1.296077286	1.773737962	0.076106504	0.133299549
Os03g0345700	458.6983546	-0.252269315	0.142247086	-1.773458578	0.07615275	0.133372694
Os11g0473200	255.1044414	-0.26773881	0.150993227	-1.773184235	0.076198184	0.133444408
Os02g0591600	243.771847	-0.261237223	0.147353885	-1.772856033	0.076252566	0.133531783
Os01g0859500	352.5208041	0.261434624	0.147544715	1.771900976	0.076410996	0.133801346
Os10g0439924	9.481042667	1.48770444	0.839644739	1.771826074	0.076423433	0.133815245
Os12g0183250	3.152132435	-3.194139845	1.802813372	-1.771752914	0.076435582	0.133828638
Os08g0502800	1077.741457	-0.17880564	0.100926098	-1.771649191	0.076452809	0.133850921
Os04g0111250	6.278506199	-1.690028187	0.954043303	-1.771437608	0.076487959	0.133904579
Os02g0114100	3.908315993	2.15182248	1.214760539	1.771396428	0.076494802	0.133908676
Os09g0490200	874.3642975	-0.180365125	0.101837984	-1.771098734	0.076544284	0.133987411
Os03g0827650	6.702763662	-1.431689541	0.808492691	-1.770813216	0.076591768	0.134062638
Os07g0661800	89.47205332	-0.448176629	0.253103082	-1.770727662	0.076606	0.13407966
Os10g0506900	5723.331194	0.181607408	0.102570809	1.770556454	0.076634489	0.134121629
Os02g0700000	632.5215127	-0.196589312	0.11103889	-1.770454581	0.076651444	0.134137026
Os07g0410700	9.828137523	1.264569921	0.714275863	1.770422307	0.076656816	0.134137026
Os12g0404400	199.4594135	-0.282047153	0.159308332	-1.770448225	0.076652502	0.134137026
Os04g0208600	6.617516631	-1.581870463	0.893522682	-1.770375274	0.076664646	0.134142834
Os12g0147000	25.86782926	0.812031574	0.458708721	1.770255364	0.07668461	0.134169873
Os02g0602000	29.51739364	-0.703837595	0.39763533	-1.770057996	0.07671748	0.134213457
Os08g0288400	23.45727341	1.162287236	0.656640314	1.770051597	0.076718546	0.134213457
Os08g0139200	32.79955033	0.677655895	0.382941641	1.769606185	0.076792768	0.134335402
Os01g0641700	631.7568056	-0.205403213	0.116098211	-1.769219458	0.076857258	0.134432403
Os04g0691400	457.3709802	0.215324311	0.12170409	1.76924465	0.076853056	0.134432403
Os01g0653500	1.338827497	3.71452104	2.099609818	1.769148253	0.076869137	0.134437368
Os01g0914700	1.338827497	3.71452104	2.099609818	1.769148253	0.076869137	0.134437368
Os04g0568400	957.557966	-0.222229911	0.125616291	-1.769116964	0.076874358	0.134438592
Os11g0157400	431.4823765	0.24752602	0.139923843	1.769005304	0.07689299	0.13446327
Os01g0675700	2811.569974	0.166465371	0.094105297	1.768926675	0.076906112	0.13447831
Os04g0295100	48.35794986	0.553902082	0.313142469	1.768850086	0.076918896	0.134488015
Os11g0213000	91.09968202	-0.464008666	0.262323819	-1.768839243	0.076920706	0.134488015
Os06g0625400	12489.70265	0.161300285	0.091193321	1.768773014	0.076931762	0.13449944
Os01g0623000	50.92304708	-0.521797442	0.295019935	-1.768685367	0.076946396	0.134517116
Os11g0166201	90.00902722	0.546562427	0.309036614	1.768600876	0.076960504	0.134533873
Os07g0660466	4.514324324	-1.984810088	1.122424313	-1.768324212	0.077006719	0.134606748
Os02g0140101	322.9324481	-0.256608955	0.145129616	-1.768136387	0.077038106	0.134653699
Os04g0390600	330.6786222	-0.258933488	0.146476313	-1.767749903	0.077102723	0.134758723
Os09g0252000	315.4026718	0.309952243	0.175381538	1.767302566	0.07717757	0.134881613
Os08g0437300	473.8630282	-0.310851977	0.175903365	-1.767174706	0.077198974	0.134911093
Os10g0493800	299.5214573	-0.260734433	0.147547947	-1.767116651	0.077208694	0.134920152
Os12g0112300	141.9012139	-0.361177104	0.204404102	-1.766975809	0.07723228	0.134953438
Os03g0832500	77.51348462	0.444923476	0.251894887	1.766306101	0.077344509	0.135134099
Os06g0231100	10.62448196	1.201661545	0.680325202	1.766304617	0.077344757	0.135134099
Os02g0712000	3180.863633	-0.148172486	0.083899176	-1.766077964	0.07738277	0.135192572
Os10g0381800	85.79137704	-0.45300006	0.256504999	-1.766047688	0.077387849	0.135193503
Os03g0254900	1331.483462	0.15547777	0.088042276	1.765944476	0.077405164	0.135215811
Os11g0492200	1.322324866	3.698991728	2.094686064	1.765893129	0.07741378	0.135222919
Os02g0822000	491.1318731	-0.204533947	0.115833724	-1.765754737	0.077437005	0.135255544
Os01g0140700	111.462401	0.482943015	0.273550976	1.765458933	0.077486666	0.135334337
Os07g0481300	330.7339456	-0.24790779	0.140426557	-1.765391069	0.077498063	0.135346295
Os03g0835800	975.2027073	-0.207272359	0.117423615	-1.765167582	0.077535605	0.135397497
Os10g0420800	39.51299398	-0.638251832	0.361582511	-1.765162339	0.077536486	0.135397497
Os02g0451900	110.3856149	0.416928104	0.23621692	1.765022185	0.077560037	0.135430671
Os07g0676900	823.4576153	-0.338442976	0.191770147	-1.764836612	0.07759123	0.135469231
Os08g0475500	1.478990768	-4.147073181	2.349798446	-1.76486336	0.077586733	0.135469231
Os01g0867900	1974.856949	0.161951134	0.091774647	1.764660934	0.077620768	0.135512848
Os08g0549300	280.7128089	0.293912969	0.16655787	1.764629733	0.077626015	0.135514054
Os02g0657550	48.13394518	-0.596625634	0.338208614	-1.764075809	0.077719217	0.135668796
Os06g0359400	100.1177336	0.422600734	0.239574916	1.763960693	0.077738597	0.135694663
Os04g0572100	1.368696242	3.742136633	2.121725742	1.763723067	0.077778615	0.135756548
Os01g0117900	2128.075219	-0.203657448	0.115475784	-1.763637714	0.077792994	0.135773677
Os04g0253000	411.9579675	-0.277640084	0.15744132	-1.763451201	0.077824421	0.135820557
Os04g0450200	155.5378791	-0.36838818	0.20893876	-1.763139499	0.077876965	0.135896309
Os05g0397650	773.4443528	0.190601142	0.108101863	1.763162416	0.077873101	0.135896309
Os07g0122100	24.63047745	-0.89721135	0.508928356	-1.762942347	0.077910214	0.135939878
Os10g0501700	1.592455006	3.968642584	2.251153629	1.762937248	0.077911074	0.135939878
Os01g0593000	419.1384163	-0.231461114	0.131305944	-1.762761882	0.077940659	0.135983521
Os12g0198200	382.8522417	0.326455147	0.185211265	1.762609562	0.077966363	0.136020388
ENSRNA049448834	23.71126724	-0.765919587	0.434567034	-1.762488931	0.077986725	0.136046101
Os05g0569900	29.04176532	-0.811802065	0.460605266	-1.762468048	0.07799025	0.136046101
Os01g0103700	149.819992	0.350854005	0.199079195	1.762384086	0.078004426	0.136062848
Os01g0810000	446.2080811	0.214965998	0.121980923	1.762291948	0.078019984	0.136074025
Os10g0498000	43.76801682	0.586174892	0.332616867	1.762312589	0.078016498	0.136074025
Os04g0520900	450.3335351	-0.208229943	0.118166265	-1.76217759	0.078039297	0.136099729
Os03g0735400	215.1321886	-0.296847734	0.168561434	-1.761065546	0.07822731	0.136419622
Os02g0780600	221.5605648	-0.308258921	0.175047539	-1.761001165	0.078238206	0.136430624
Os02g0554300	931.1310889	-0.201437237	0.114394026	-1.760906961	0.078254152	0.136450429
Os06g0231600	142.5474356	-0.400378728	0.227444286	-1.760337601	0.078350582	0.136610565
Os01g0318600	129.5946266	-0.374659866	0.212854047	-1.760172623	0.078378542	0.13664662
Os02g0214900	4.308146877	-1.911266633	1.085847392	-1.760161369	0.07838045	0.13664662
Os04g0429087	23.72936436	0.741216366	0.421188949	1.75981912	0.07843848	0.136739774
Os06g0202600	39.47155518	0.620509476	0.352625715	1.759682998	0.07846157	0.136772009
Os04g0438500	895.2061093	-0.212113623	0.120544811	-1.759624664	0.078471467	0.136781244
Os01g0871350	337.6340806	-0.310123356	0.17624936	-1.759571535	0.078480481	0.13678894
Os12g0141100	2.054807224	3.217624526	1.828948535	1.759275597	0.078530709	0.136868465
Os12g0433066	41.68041067	0.583085847	0.331481027	1.75903234	0.078572016	0.136932432
Os11g0523500	3.516702629	2.318332682	1.318203237	1.758706561	0.078627362	0.13702086
Os03g0185000	22.9335834	0.754518979	0.429055857	1.758556531	0.078652862	0.137057266
Os07g0148800	2990.543546	0.265099704	0.150750988	1.758527137	0.078657858	0.137057943
Os03g0629900	249.0029715	0.338891144	0.192717859	1.758483337	0.078665304	0.137062887
Os03g0353400	10495.45253	-0.216934808	0.123374807	-1.758339595	0.078689744	0.137097439
Os07g0172200	797.8478302	-0.174359955	0.099173621	-1.758128345	0.078725674	0.137152003
Os05g0461300	2448.920035	-0.163901411	0.093226929	-1.758090852	0.078732052	0.137155081
Os05g0355300	689.9868611	-0.270424456	0.15384145	-1.757812713	0.078779382	0.13722216
Os08g0425500	185.0090719	-0.394616807	0.224493393	-1.757810339	0.078779786	0.13722216
Os05g0151400	8230.032906	0.174102051	0.099049531	1.757727172	0.078793942	0.137238781
Os06g0355800	24.32942649	-0.822988597	0.468264018	-1.757531147	0.078827318	0.137288873
Os08g0191400	21.20362827	0.821559187	0.467492371	1.757374532	0.078853991	0.137327287
Os04g0252400	56.72733739	-0.508309824	0.289284957	-1.757124982	0.078896508	0.137393287
Os12g0131000	820.6607474	-0.211719998	0.120517807	-1.75675282	0.07895995	0.137495716
Os09g0570300	816.7379954	0.218088158	0.124162944	1.756467359	0.07900864	0.137572447
Os09g0464400	245.6280003	0.288688678	0.164386063	1.756162735	0.079060626	0.137654907
Os01g0773000	99.32814363	0.435751852	0.248194945	1.75568383	0.079142409	0.137789237
Os09g0472900	149.2815095	-0.482325119	0.274735662	-1.755597054	0.079157236	0.137806983
Os02g0824000	192.8471215	0.339960688	0.193658257	1.75546704	0.079179454	0.137834778
Os06g0597500	124.091014	-0.411082409	0.234175027	-1.755449391	0.07918247	0.137834778
Os11g0425800	1077.745673	0.202304812	0.115247095	1.755400538	0.07919082	0.137841246
Os08g0376550	7.95308649	1.565468885	0.89185201	1.75530118	0.079207805	0.137862742
Os02g0625100	29.66674858	0.712279017	0.405838278	1.755080918	0.079245468	0.137920224
Os01g0663500	266.5108875	-0.290588999	0.165629193	-1.7544552	0.07935254	0.138098493
Os09g0466100	286.3360919	-0.306339871	0.174621627	-1.754306592	0.079377987	0.138134696
Os12g0632100	6.622549346	1.435576802	0.818368823	1.754192929	0.079397455	0.13816049
Os05g0299300	551.3673864	-0.201983324	0.115164013	-1.753875354	0.079451867	0.138247086
Os01g0736500	23.91972534	-0.893259513	0.509429072	-1.753452171	0.079524422	0.138365238
Os03g0784600	556.2583271	-0.2422962	0.138203909	-1.753179064	0.079571276	0.138436367
Os07g0602000	9.446957956	-1.221867638	0.696951736	-1.753159617	0.079574613	0.138436367
Os11g0657850	11.90406252	-1.104171631	0.629866885	-1.753023786	0.079597924	0.138468823
Os08g0440100	1238.13249	0.183708308	0.104798093	1.75297377	0.07960651	0.138475658
Os03g0852600	215.3590727	0.340793534	0.194459729	1.752514703	0.079685344	0.138604685
Os01g0976700	472.7262301	-0.2423229	0.138281187	-1.752392394	0.079706358	0.138633129
Os04g0431800	415.0371111	-0.268716956	0.153348382	-1.752329909	0.079717096	0.138643697
Os07g0636400	227.728436	-0.268998472	0.153515229	-1.752259196	0.079729249	0.138656726
Os06g0620200	20.19934931	0.90018777	0.513776181	1.752101018	0.079756439	0.138695902
Os07g0444650	1.188907488	-3.836213979	2.18985318	-1.751813324	0.079805912	0.138773822
Os01g0752700	1761.336347	-0.168885861	0.096429935	-1.751384161	0.079879759	0.138894113
Os11g0123250	36.50640552	-0.625224597	0.357006069	-1.751299629	0.079894312	0.138911295
Os08g0100300	132.5165817	-0.340881214	0.194669417	-1.751077391	0.07993258	0.138969708
Os04g0566100	697.1891091	-0.184084462	0.105140312	-1.750845695	0.079972493	0.139030973
Os01g0967200	41.39084739	0.616536944	0.352178029	1.750639999	0.080007941	0.139084469
Os09g0525600	858.3576997	-0.176560386	0.100856401	-1.750611597	0.080012836	0.13908485
Os12g0607000	2404.392027	-0.220369625	0.125891525	-1.750472274	0.080036854	0.139118469
Os04g0556900	15.18085591	0.963351093	0.55041181	1.75023696	0.080077434	0.139180869
Os09g0325100	63.42607929	0.547782059	0.313095025	1.749571268	0.080192321	0.139372408
Os02g0644700	1005.632861	0.189174073	0.108145368	1.749257286	0.080246556	0.139458517
Os04g0543700	136.0680334	-0.340728529	0.194813929	-1.748994697	0.080291936	0.13952923
Os07g0541200	72.19156222	0.537369696	0.307303835	1.748659259	0.080349936	0.139621863
Os03g0151100	143.9435557	-0.333539292	0.190757102	-1.748502617	0.080377033	0.139660788
Os01g0614500	1065.620969	0.16300024	0.093232687	1.748316436	0.080409249	0.139708604
Os01g0174400	19.48060085	-0.808162698	0.46238382	-1.747817861	0.080495572	0.139842248
Os12g0274200	144.0519762	0.548498646	0.313816382	1.747833053	0.08049294	0.139842248
Os06g0286400	317.262662	0.287911225	0.164738526	1.74768606	0.080518404	0.139873744
Os01g0556700	64.50791406	-0.466487764	0.266940334	-1.747535703	0.080544457	0.139910831
Os07g0107300	16.16775291	0.96049424	0.549678136	1.747375741	0.080572183	0.139950818
Os06g0590700	7.590763743	-1.691977228	0.968338463	-1.747299413	0.080585415	0.139965628
Os03g0787200	262.2127901	-0.29969794	0.171548019	-1.747020699	0.080633748	0.140041397
Os12g0637300	226.4539341	0.281664192	0.161250848	1.746745489	0.080681496	0.140116142
Os01g0239700	3862.114682	-0.152220117	0.08716028	-1.746439056	0.080734688	0.140200333
Os05g0591900	5269.809446	0.15921471	0.091189319	1.74597982	0.080814459	0.140330665
Os07g0527800	50.31290918	-0.616237261	0.353012914	-1.745650757	0.080871657	0.140421788
Os07g0490450	41.87993341	0.55591573	0.318496864	1.745435492	0.080909092	0.140478588
Os01g0679300	13.88625267	-0.999901314	0.573161983	-1.744535303	0.081065791	0.140742441
Os07g0654700	6.605112668	1.709233143	0.979828259	1.744421154	0.081085679	0.140768752
Os02g0153900	123.49397	0.456896199	0.26196534	1.744109353	0.081140024	0.140839599
Os02g0586800	347.6856086	-0.240385464	0.13782557	-1.744128205	0.081136737	0.140839599
Os05g0107900	50.33734845	0.558471203	0.320204943	1.744105506	0.081140694	0.140839599
Os03g0270800	26.82061428	-0.774362846	0.444027365	-1.743952978	0.081167289	0.14087754
Os03g0165800	1.299139178	3.677063149	2.108640251	1.74380772	0.081192624	0.140913288
Os04g0422600	10.93317858	1.36623687	0.783555898	1.743636763	0.081222449	0.140956825
Os08g0345500	7.783498087	1.411134973	0.809385606	1.743464378	0.081252531	0.141000804
Os01g0502900	127.6233502	-0.3786905	0.217210938	-1.743422797	0.081259789	0.141005172
Os09g0426050	2.883670237	-3.19210177	1.830999157	-1.743366051	0.081269694	0.141014133
Os12g0556400	198.2587443	0.302623229	0.173590209	1.743319692	0.081277787	0.141019948
Os04g0513100	17.86110013	0.857536855	0.49192414	1.743229869	0.08129347	0.141034582
Os05g0104800	1403.362042	0.175038208	0.100412191	1.743196785	0.081299247	0.141034582
Os11g0548600	6.348730247	1.50603484	0.863953395	1.743189909	0.081300448	0.141034582
Os02g0156600	48.18275336	0.745288018	0.427606926	1.742927846	0.081346219	0.141105754
Os01g0588700	725.6414207	-0.187219515	0.107451729	-1.742359267	0.081445599	0.141269901
Os09g0567000	1058.581418	0.170551118	0.097889523	1.742281628	0.081459177	0.141285213
Os03g0809900	52.28260101	-0.565639247	0.324693108	-1.742073462	0.081495591	0.141340128
Os12g0141900	199.5496421	-0.283660217	0.162834868	-1.742011529	0.081506427	0.141350679
Os05g0520300	171.4901003	0.301317954	0.172981107	1.741912507	0.081523755	0.141372487
Os10g0573300	5.568610302	1.723568679	0.989538419	1.741790562	0.081545099	0.141401255
Os02g0323000	13.28335281	1.112120228	0.63855268	1.741626435	0.081573833	0.141442834
Os10g0513900	130.2551156	-0.361241322	0.207420863	-1.741586246	0.08158087	0.141445115
Os09g0551201	5.919525577	1.779305544	1.021670709	1.741564605	0.081584659	0.141445115
Os11g0113300	583.0500144	0.194622739	0.111757322	1.741476411	0.081600105	0.141463646
Os01g0640200	1.38699749	3.77796809	2.169700086	1.741239775	0.081641558	0.141527261
Os03g0180300	2060.117421	0.145525703	0.083579291	1.741169399	0.08165389	0.141540388
Os05g0324000	20.94163006	-0.847415951	0.486754722	-1.740950651	0.081692229	0.141590343
Os12g0552900	67.13245449	-0.465944454	0.267635101	-1.740969151	0.081688986	0.141590343
Os01g0634500	44.0114946	-0.569227873	0.326971966	-1.74090727	0.081699834	0.141595272
Os01g0302250	28.70947192	0.683569136	0.39272675	1.740571876	0.081758651	0.141688952
Os05g0480400	643.5429915	0.208407807	0.119799461	1.739638942	0.081922437	0.141964523
Os09g0103400	44.37168193	0.577632387	0.332063567	1.739523524	0.081942718	0.141991396
Os06g0321700	277.6814797	-0.267196123	0.153608435	-1.739462564	0.081953432	0.142001687
Os06g0291600	273.6621261	0.282798923	0.162584446	1.739397162	0.081964927	0.142013332
Os02g0282100	550.9245563	0.232855929	0.133879821	1.739290717	0.081983639	0.142037479
Os01g0931400	340.2143257	-0.238305787	0.137030941	-1.739065531	0.082023237	0.142097805
Os08g0375900	208.6297419	-0.290577019	0.167113307	-1.738802398	0.082069527	0.142169716
Os03g0143200	60.22006069	-0.50168928	0.288553883	-1.738632921	0.082099352	0.142212465
Os04g0670500	13.77446932	-1.059084222	0.609165993	-1.738580673	0.082108549	0.142212465
Os11g0701600	21.86070067	-1.022543894	0.588147562	-1.73858392	0.082107977	0.142212465
Os02g0770000	1543.737059	-0.153528239	0.08831584	-1.738399814	0.08214039	0.142259329
Os04g0624900	39.68514608	-0.581313235	0.334409108	-1.738329553	0.082152762	0.142272472
Os03g0769000	140.6157074	0.341267188	0.196323347	1.738291412	0.082159479	0.142275821
Os12g0506800	94.47454946	-0.392123594	0.225594232	-1.738180938	0.082178937	0.142301231
Os03g0301950	30.26170115	0.713782669	0.410669117	1.738096777	0.082193763	0.142318618
Os03g0374500	16.74487495	0.928975704	0.534554821	1.737849267	0.082237377	0.142385846
Os07g0173300	386.4450384	-0.286291183	0.164750781	-1.737722767	0.082259675	0.142416163
Os03g0184700	471.4729352	0.232046211	0.133550319	1.737518953	0.082295612	0.142470086
Os11g0168000	73.66193235	0.484534598	0.278892154	1.737354712	0.08232458	0.142505907
Os12g0633700	53.25408366	-0.499034036	0.287239077	-1.737347308	0.082325886	0.142505907
Os03g0288101	176.3728911	0.299277546	0.172283016	1.737127391	0.082364687	0.142564775
Os09g0375400	435.8721917	0.222325811	0.1279889	1.737071032	0.082374634	0.142573694
Os04g0449100	3.709975848	-2.330237672	1.341557688	-1.736964197	0.082393491	0.142598033
Os08g0464950	369.5357264	0.37249296	0.214466173	1.736837814	0.082415802	0.142628348
Os04g0626600	625.3527567	-0.202776492	0.116755986	-1.73675457	0.082430501	0.142645486
Os05g0114500	192.9922663	0.311722635	0.179492698	1.736687004	0.082442433	0.142657833
Os12g0198700	5.860067568	1.701697805	0.979886909	1.736626736	0.082453077	0.142667952
Os09g0371100	30.7740051	0.673766134	0.388019723	1.73642239	0.082489176	0.14272211
Os05g0519500	547.1387488	0.242525643	0.139680612	1.736287088	0.082513085	0.142755173
Os11g0198100	427.2663663	0.267047918	0.15380779	1.73624442	0.082520626	0.142759915
Os01g0114200	25.042585	0.979504962	0.564163713	1.736206954	0.082527248	0.142763067
Os01g0804900	75.5607516	0.500190021	0.288163543	1.735785229	0.082601817	0.142883752
Os07g0120900	54.00236497	-0.496296844	0.285944736	-1.735639032	0.08262768	0.142920178
Os04g0547800	6.284296073	1.623764733	0.935586591	1.735557936	0.082642029	0.142936684
Os01g0940700	788.8475143	0.324750751	0.187146945	1.73527145	0.082692736	0.14301607
Os11g0119100	511.6403546	-0.201921709	0.116388459	-1.734894597	0.082759476	0.143123174
Os01g0238700	5.817707251	-1.697543556	0.978750964	-1.734397838	0.082847518	0.143267102
Os02g0749250	4.2255486	-1.900401263	1.095840868	-1.734194552	0.082883569	0.143321111
Os02g0640700	3.665576386	2.115064867	1.219724725	1.73405099	0.082909036	0.143356814
Os08g0344100	234.1029366	0.276997704	0.159769131	1.733737317	0.082964702	0.143444726
Os07g0297300	204.5458059	0.29590171	0.17070846	1.733374606	0.083029108	0.143547738
Os02g0767150	224.5861241	-0.296971383	0.171357568	-1.73305088	0.083086626	0.14363883
Os02g0721700	1095.492742	0.239345007	0.138117913	1.732903439	0.083112833	0.143659085
Os04g0449500	24.72037782	-0.730215529	0.421378863	-1.732919217	0.083110028	0.143659085
Os06g0581500	362.9488707	1.310993113	0.756508195	1.732952956	0.083104031	0.143659085
Os02g0721100	16.23124484	-1.003252052	0.579104043	-1.732421081	0.083198617	0.143799005
Os09g0290900	545.8989158	0.250055688	0.144341382	1.73239084	0.083203998	0.143799948
Os01g0687300	704.2433156	0.21599722	0.124691225	1.732256777	0.083227854	0.14383282
Os02g0221400	125.4815571	-0.351026717	0.202716467	-1.731614225	0.083342272	0.144022186
ENSRNA049465423	9.344999867	-1.222897882	0.706265158	-1.731499661	0.083362685	0.144049093
Os07g0446800	2.743056249	2.687782108	1.552354767	1.731422588	0.083376421	0.144064458
Os10g0142700	3.30143731	-2.646786279	1.528836809	-1.731241859	0.083408636	0.14411175
Os06g0598900	2341.01372	-0.141898568	0.081973754	-1.731024394	0.083447414	0.144170373
Os01g0499300	881.5719504	-0.20130124	0.116307873	-1.730761946	0.083494232	0.144242881
Os01g0885700	18.35193504	-0.950965032	0.549480404	-1.730662322	0.083512009	0.144257678
Os04g0495500	172.7972775	0.300442949	0.173600257	1.730659584	0.083512498	0.144257678
Os08g0103400	210.549204	0.287816745	0.166317451	1.730526436	0.083536262	0.144290348
Os05g0172000	50.34845929	-0.569550218	0.329139139	-1.730423855	0.083554575	0.144313598
Os04g0682600	28.50455018	0.709307794	0.40995799	1.730196292	0.083595211	0.1443754
Os06g0141800	4.84733876	1.891334549	1.093183834	1.730115732	0.0836096	0.144391866
Os04g0599200	2.773916163	2.854278969	1.649954593	1.729913648	0.083645705	0.144445831
Os02g0217500	519.4273225	0.205011177	0.118535798	1.729529651	0.083714345	0.144542099
Os04g0674100	228.5823243	-0.308408201	0.17832009	-1.72952022	0.083716031	0.144542099
Os08g0133200	23.15736669	0.735719184	0.425382465	1.729547514	0.08371115	0.144542099
Os10g0565200	6.344619465	-1.527349339	0.883247992	-1.72924179	0.08376583	0.144619685
Os09g0250300	2.241985187	3.393376056	1.962455114	1.729148367	0.083782545	0.144640146
Os05g0162200	74.57985784	-0.472398285	0.273219379	-1.729007242	0.083807799	0.144675347
Os03g0160900	345.0832627	-0.247241588	0.143008464	-1.728859818	0.083834187	0.144712501
Os01g0870201	103.06399	-0.390681165	0.225984999	-1.728792472	0.083846244	0.144724914
Os02g0652300	1476.186174	-0.16703766	0.096658388	-1.728123786	0.083966034	0.14492054
Os05g0564400	141.0166688	0.377206853	0.218277686	1.728105426	0.083969325	0.14492054
Os01g0642600	18.84498639	0.898199351	0.519867566	1.727746469	0.084033688	0.145017604
Os11g0107500	1217.136304	0.192195411	0.111241102	1.727737389	0.084035317	0.145017604
