Gene ID	baseMean	log2FoldChange	lfcSE (standard error)	stat	pvalue	padj
Os12g0498650	115.2637243	-0.377892034	0.21872738	-1.727685097	0.084044697	0.145025376
Os11g0557500	129.8297997	0.365516157	0.211628238	1.727161561	0.084138652	0.145170657
Os08g0282200	241.2744713	-0.265921173	0.153963901	-1.727165734	0.084137903	0.145170657
Os06g0137500	841.947135	-0.185416568	0.107439053	-1.725783708	0.084386332	0.145589552
Os01g0128100	70.09951386	-0.454772144	0.263535602	-1.725657332	0.084409079	0.145620349
Os03g0142200	16.13491721	1.113728946	0.645500765	1.725372	0.084460454	0.145700529
Os10g0334500	32.46635678	1.137451736	0.659438667	1.724878737	0.084549328	0.145845385
Os06g0622500	533.1422447	0.202945512	0.117668966	1.72471569	0.084578722	0.145887627
Os10g0556500	35.33966882	0.651352065	0.377682169	1.724603696	0.084598917	0.145913998
Os08g0412401	828.3278184	-0.196338136	0.113859168	-1.724394611	0.08463663	0.14597058
Os03g0249200	758.3785171	0.22230984	0.128929371	1.724276151	0.084658003	0.145973582
Os02g0483000	1.645196298	-3.215163109	1.864610648	-1.724308028	0.084652251	0.145973582
Os06g0716000	978.7646767	-0.214849229	0.124599016	-1.724325241	0.084649145	0.145973582
Os08g0543000	5.432294456	-1.821278534	1.056244782	-1.724295888	0.084654441	0.145973582
Os08g0496500	682.6317605	0.192160549	0.111448047	1.724216391	0.084668786	0.145983713
Os06g0693200	96.68484823	0.428363697	0.248493538	1.723842399	0.084736298	0.146091646
Os11g0146100	16.3708462	-0.970519387	0.563106437	-1.723509664	0.084796399	0.14618679
Os01g0761100	417.9620402	-0.23988506	0.13919271	-1.723402471	0.084815768	0.146211707
Os03g0185300	229.0649629	-0.262307194	0.152209439	-1.72333066	0.084828746	0.146225604
Os10g0480500	903.2162767	0.195056411	0.113205557	1.723028589	0.084883355	0.146311258
Os06g0597000	279.6402311	0.270285306	0.156874268	1.722942263	0.084898967	0.146329686
Os07g0101500	495.1593561	0.237546673	0.137890934	1.722714221	0.084940217	0.146392301
Os07g0193701	125.1864855	-0.353207876	0.205053098	-1.722519089	0.084975528	0.146444672
Os04g0679100	1324.275062	-0.158948318	0.092285964	-1.722345537	0.085006943	0.146475425
Os06g0550000	21.26284191	0.808798342	0.469593033	1.722338887	0.085008147	0.146475425
Os09g0521900	284.3346951	-0.262917257	0.152647239	-1.722384624	0.084999867	0.146475425
Os12g0186600	831.8287571	-0.646339824	0.375275562	-1.722307259	0.085013874	0.146476806
Os09g0528800	1225.330129	-0.165971911	0.096378278	-1.722088368	0.085053512	0.146536613
Os03g0235100	896.2091516	-0.193435656	0.112342599	-1.721837108	0.085099031	0.146606543
Os02g0194400	18.22230182	-0.918088401	0.533292121	-1.721548781	0.085151288	0.146667139
Os02g0819600	426.4376538	-0.250920787	0.145758774	-1.721479815	0.085163792	0.146667139
Os04g0599900	2009.84723	0.155146888	0.090124042	1.721481694	0.085163451	0.146667139
Os04g0465300	1033.070103	0.214553809	0.124632048	1.721497894	0.085160514	0.146667139
Os05g0549100	1533.588526	-0.183798832	0.106766673	-1.72150004	0.085160125	0.146667139
Os07g0577400	335.0302407	-0.243993524	0.141729558	-1.72154297	0.085152342	0.146667139
Os06g0662150	30.74472109	-0.74193578	0.431035971	-1.721285066	0.085199108	0.146719465
Os01g0939450	3.51911744	-2.230141925	1.295705557	-1.721179563	0.085218245	0.146743923
Os11g0107266	1.839597341	3.055571348	1.775696649	1.72077328	0.085291973	0.146862378
Os05g0350900	18.21459732	1.004824074	0.584013145	1.720550441	0.085332433	0.14692354
Os08g0332600	57.46734563	0.477535752	0.27758395	1.720329116	0.085372634	0.146984247
Os02g0637800	363.9258334	-0.26548214	0.154323185	-1.720299775	0.085377964	0.146984916
Os04g0435475	1.925784889	3.137779004	1.824171558	1.72011179	0.085412123	0.147035212
Os09g0295000	1.368771835	-4.07021267	2.366618144	-1.719843432	0.085460905	0.147110675
Os03g0386700	13.5851794	-0.984227411	0.572319449	-1.719716868	0.08548392	0.147141776
Os08g0406150	271.8065112	0.276690873	0.160943133	1.719184083	0.085580858	0.147300109
Os10g0516600	97.4000967	0.483670582	0.281514721	1.718100495	0.085778287	0.147631376
Os02g0662200	369.0292218	0.245030383	0.142635886	1.717873322	0.085819724	0.1476856
Os10g0360900	35.2692678	0.683458842	0.397848132	1.71788878	0.085816904	0.1476856
Os07g0134400	309.730132	-0.238858114	0.139067219	-1.717573096	0.085874511	0.147771333
Os06g0661800	183.843025	0.331115005	0.192849938	1.716956759	0.085987073	0.147948071
Os11g0540600	4.359997866	-1.944103838	1.132305723	-1.716942518	0.085989675	0.147948071
Os09g0499400	8.03066723	-1.671381503	0.973471522	-1.716929016	0.085992142	0.147948071
ENSRNA049473206	8.043500306	1.323590416	0.77094739	1.716836238	0.086009098	0.147968683
Os02g0598350	339.5842112	-0.231954642	0.135138724	-1.716418762	0.086085425	0.148091429
Os02g0676800	392.1068064	-0.843836756	0.491725681	-1.716072169	0.086148834	0.148191939
Os06g0105700	140.3439552	-0.362955897	0.211587689	-1.715392323	0.086273322	0.148388916
Os12g0288801	75.88485785	-0.483943894	0.282116753	-1.715402893	0.086271385	0.148388916
Os01g0162300	25.67404249	1.083234552	0.631723067	1.714730089	0.086394724	0.148589134
Os05g0356201	2.5083774	-2.824283006	1.647508231	-1.714275506	0.086478139	0.148723998
Os04g0388000	4.285148919	1.898692264	1.107826958	1.713888843	0.086549143	0.148837502
Os12g0164300	762.8603586	0.179525522	0.104763055	1.713633894	0.086595985	0.148909446
Os03g0292900	75.83237667	-0.409320502	0.2389022	-1.713339193	0.086650156	0.148993984
Os01g0837500	1308.631272	-0.156206761	0.091184538	-1.713083866	0.086697112	0.149066106
Os11g0426400	200.3046326	0.347632511	0.202933701	1.713034898	0.08670612	0.149072976
Os05g0145100	26.01529328	-0.840415091	0.490624048	-1.71295128	0.086721503	0.149082233
Os07g0575600	83.95609059	-0.460369643	0.268758187	-1.712951138	0.086721529	0.149082233
Os03g0807200	326.8669429	0.241009965	0.140715978	1.712740572	0.086760277	0.149140225
Os12g0551200	36.99237109	0.647484448	0.378124786	1.712356535	0.086830984	0.149253142
Os07g0129700	260.1203245	-0.264124423	0.15433895	-1.71132707	0.087020752	0.149570689
Os10g0445900	84.2033441	0.421823868	0.246536443	1.711000056	0.087081103	0.14966577
Os12g0566900	1058.785668	0.165318678	0.096628602	1.710866917	0.087105683	0.149699366
Os01g0117000	15.48913428	0.921669288	0.538754687	1.710740176	0.087129088	0.149722286
Os02g0728500	214.2963086	-0.292117916	0.170753789	-1.71075511	0.08712633	0.149722286
Os07g0621400	71.60376814	-0.532409629	0.311266874	-1.710460292	0.08718079	0.149802476
Os10g0551401	127.2312706	0.427858159	0.250160897	1.710331886	0.087204519	0.149834592
Os05g0239100	27.09196545	0.719326849	0.420692604	1.709863312	0.087291152	0.149974782
Os08g0130500	1.862783029	3.07233659	1.796873582	1.709823452	0.087298525	0.149978785
Os05g0215600	1097.708857	0.169035281	0.098877505	1.709542347	0.087350535	0.15005947
ENSRNA049471251	13.46963446	1.124991521	0.658286328	1.708969901	0.087456525	0.150224938
Os01g0825000	44.82586962	0.545502932	0.319200283	1.708967571	0.087456957	0.150224938
Os06g0705350	34.62575579	0.668780384	0.391350294	1.708904769	0.087468591	0.150236246
Os02g0597800	745.2362043	-0.186256555	0.109001936	-1.708745394	0.087498122	0.150278289
Os07g0524100	1055.111289	0.167586577	0.098082411	1.708630286	0.087519455	0.15030625
Os01g0374501	1.87919071	-3.456445638	2.023009515	-1.70856618	0.087531338	0.150317977
Os05g0194900	105.7034077	-0.596209322	0.348996709	-1.708352277	0.087570997	0.150377401
Os03g0575500	3195.45344	-0.216279732	0.126622153	-1.708071821	0.087623017	0.150458043
Os03g0237900	324.199858	0.253571998	0.148467495	1.707929392	0.087649445	0.150486046
Os02g0563800	471.9778782	0.203993232	0.119438126	1.70794067	0.087647352	0.150486046
Os04g0254300	36.65542299	-0.781608125	0.457665207	-1.707816354	0.087670424	0.150513377
Os10g0408700	5206.531441	-0.137007475	0.08024707	-1.707320586	0.087762482	0.150662726
Os01g0733100	3.845343159	-2.055809892	1.204220332	-1.707170887	0.087790295	0.150701774
Os12g0153433	107.141268	0.383811119	0.224830539	1.707112924	0.087801065	0.150711565
Os02g0674233	81.79556556	0.670116237	0.392572108	1.706988914	0.087824113	0.150742426
Os04g0643800	66.40626525	-0.437127011	0.256096801	-1.706881967	0.087843993	0.150767848
Os09g0314300	715.3656392	-0.178837056	0.104794937	-1.706542908	0.087907045	0.150867358
Os12g0577700	52.14513421	0.587340837	0.344199959	1.706394268	0.087934697	0.150906108
Os12g0432600	92.92974126	0.439706981	0.257703775	1.706249672	0.087961604	0.150943574
Os06g0472000	896.6889988	0.19087929	0.111872623	1.706219848	0.087967155	0.15094439
Os01g0798800	97.52365058	0.48191179	0.282471759	1.706052994	0.087998213	0.150980263
Os03g0421000	7.03031347	1.412164279	0.827727218	1.706074476	0.087994214	0.150980263
Os03g0395801	20.83285552	0.891453311	0.52256637	1.705914048	0.088024084	0.151015938
Os02g0738100	16.33345168	1.227067408	0.71941484	1.705646505	0.088073915	0.151092714
Os10g0490900	99.43157696	-0.526111925	0.308478784	-1.705504407	0.088100391	0.151129417
Os04g0297800	5594.588489	-0.15115562	0.088631115	-1.705446443	0.088111193	0.151139229
Os04g0394766	124.6343782	0.357333662	0.209538873	1.705333509	0.088132241	0.151166616
Os08g0451500	81.66069428	-0.476087789	0.279193517	-1.705225084	0.088152453	0.151192565
Os11g0275800	1.27595349	3.654535893	2.143415416	1.705005883	0.088193327	0.151250658
Os09g0514900	573.3919581	-0.20474057	0.120083228	-1.704988895	0.088196496	0.151250658
Os01g0356500	134.178173	-0.390169939	0.228916977	-1.704416786	0.08830325	0.151425004
Os11g0432301	1.832613066	3.072413532	1.802957626	1.704096362	0.088363086	0.151518876
Os05g0321900	7.564392847	1.545160424	0.906762194	1.704041516	0.088373331	0.151527708
Os04g0469800	171.675389	-0.316883628	0.185971595	-1.703935635	0.088393113	0.151552889
Os01g0391600	23.36904105	-0.754320225	0.442740214	-1.70375358	0.088427134	0.151602479
Os02g0525501	11.01331682	-1.053488376	0.618484488	-1.703338397	0.088504759	0.151726816
Os01g0906200	792.2317076	0.183104777	0.1075112	1.703122816	0.088545087	0.151787203
Os05g0403600	164.885222	0.339183012	0.199171978	1.702965525	0.08857452	0.151820158
Os10g0550725	13.06912966	1.028140654	0.603730473	1.702979558	0.088571894	0.151820158
Os01g0739700	468.0428818	0.217385976	0.127673536	1.702670596	0.088629731	0.151906036
Os03g0304400	478.0028249	-0.326950525	0.192033103	-1.702573774	0.088647862	0.151928357
Os07g0615900	738.3126501	-0.187089557	0.109900532	-1.702353515	0.088689119	0.151990306
Os03g0686900	813.5003448	0.209479233	0.123060346	1.702248045	0.08870888	0.152015413
Os03g0328100	134.990614	0.34222599	0.201071432	1.702012	0.088753119	0.15208246
Os11g0291800	9.483076163	1.210203734	0.711075315	1.701934673	0.088767615	0.152098537
Os03g0112101	836.8214592	0.180723803	0.10620496	1.701651255	0.088820763	0.152180836
Os11g0132400	354.5892243	-0.23296494	0.136940921	-1.701207637	0.088904004	0.152314683
Os04g0480650	5.877294458	-1.553867317	0.913409136	-1.701173391	0.088910433	0.152316923
Os12g0433133	542.0276674	-0.1967027	0.115633993	-1.701080236	0.088927922	0.152338109
Os02g0327000	1152.642498	0.167824032	0.098667328	1.700907853	0.088960292	0.152384784
Os03g0373500	28.52970212	-0.682230814	0.401172687	-1.70059138	0.089019744	0.152477841
Os05g0533500	1318.213797	-0.200256283	0.11777	-1.700401477	0.089055434	0.152530189
Os01g0605100	35.99733581	-0.597293821	0.35131377	-1.700171961	0.089098585	0.152595307
Os03g0169700	21.00545301	0.808379508	0.475522658	1.699981053	0.08913449	0.152639221
Os04g0546500	4.515600893	-1.962299344	1.154303398	-1.699985765	0.089133603	0.152639221
Os08g0190500	21.40484995	0.816486467	0.480300154	1.699950456	0.089140245	0.152640288
Os07g0164300	1009.725631	0.20739291	0.122011053	1.69978789	0.08917083	0.152683871
Os02g0771800	1375.39077	-0.163215223	0.096022511	-1.699759996	0.089176079	0.152684068
Os02g0832150	223.8868256	-0.323191408	0.190150848	-1.699657988	0.089195276	0.152708145
Os02g0208675	100.8216811	-0.427034514	0.251256339	-1.699596972	0.08920676	0.152719016
Os01g0614700	32.89917417	-0.646802175	0.380580002	-1.699516981	0.089221818	0.152736002
Os08g0298800	88.95156659	-0.414157298	0.243704846	-1.699421676	0.089239761	0.152757926
Os03g0765000	24.78249008	0.729869974	0.429590633	1.698989498	0.089321162	0.152888468
Os05g0578600	60.18567896	-0.509003835	0.299599231	-1.69894907	0.08932878	0.152892708
Os01g0833700	174.9031125	-0.297230471	0.174969857	-1.698752434	0.089365839	0.152947335
Os08g0466200	9.291096612	1.411106098	0.830750168	1.698592613	0.089395969	0.152981296
Os10g0580001	106.9203646	0.440611348	0.259396878	1.698599272	0.089394714	0.152981296
Os04g0506100	100.9651828	-0.390514326	0.229939404	-1.698335818	0.089444398	0.153055364
Os05g0316400	3.743788489	2.107229425	1.240882082	1.698170565	0.089475574	0.153088047
Os05g0209683	2.803689728	-2.421157777	1.425719444	-1.698200713	0.089469886	0.153088047
Os11g0256100	31.51709223	0.622843063	0.366781127	1.698132801	0.0894827	0.153088047
Os10g0148000	4.225996272	-2.16251461	1.273471642	-1.698125454	0.089484086	0.153088047
Os01g0663300	866.5171601	0.308164662	0.181506381	1.697817239	0.089542261	0.153178761
ENSRNA049472894	2.401666098	-2.89027595	1.702380861	-1.697784565	0.08954843	0.153180503
Os12g0502500	883.0610417	-0.202491669	0.119310091	-1.697188127	0.089661099	0.153364413
Os06g0610400	2.280546083	-2.821560345	1.662702708	-1.696972244	0.089701908	0.153424322
Os06g0188100	188.8802859	0.351203296	0.206961698	1.696948272	0.089706441	0.153424322
Os03g0749300	2306.169259	0.156396895	0.092167424	1.696878224	0.089719686	0.153438152
Os09g0526700	812.5589654	-0.266955634	0.15735071	-1.696564539	0.089779019	0.153530795
Os01g0731800	158.8557267	-0.310241652	0.182892195	-1.69630887	0.089827402	0.153604702
Os01g0838300	7.340433146	1.472588781	0.868160246	1.696217705	0.089844659	0.153625379
Os07g0482433	1.8594415	3.070166323	1.810312939	1.69593127	0.089898897	0.153709284
Os07g0593200	39.58948558	0.585824884	0.34546524	1.695756378	0.089932027	0.15375709
Os09g0466800	11.34359964	1.109658526	0.654484895	1.695468504	0.08998658	0.153841517
Os03g0681700	601.4031724	-0.185148007	0.109204438	-1.695425662	0.089994701	0.153846557
Os05g0501300	18.42474806	0.853351801	0.503379938	1.695243963	0.09002915	0.153887758
Os09g0519100	27.68177079	0.852533467	0.502896308	1.695247017	0.090028571	0.153887758
Os11g0166800	78.51972566	0.447769024	0.264156415	1.695090484	0.090058257	0.153928664
Os05g0108400	127.799027	0.378154876	0.223205804	1.694198218	0.090227623	0.154209285
Os01g0705400	44.41524425	0.586508409	0.346198617	1.694138506	0.090238967	0.15421981
Os02g0159000	22.73338383	0.798860338	0.47163868	1.693797331	0.090303801	0.154312879
Os08g0407200	2389.52934	0.135005352	0.07970456	1.693822183	0.090299077	0.154312879
Os12g0110475	4.415340725	-2.035150522	1.201689377	-1.69357453	0.090346161	0.154376395
Os01g0782901	1.675366261	-3.239643745	1.913006662	-1.69348273	0.090363619	0.154388486
Os06g0573800	14.62775461	0.991572089	0.585515914	1.693501519	0.090360046	0.154388486
Os03g0578200	785.7019425	0.172255668	0.101722275	1.693391821	0.090380911	0.15440029
Os09g0352400	985.4158139	-0.163459083	0.096526213	-1.693416516	0.090376213	0.15440029
Os06g0272800	14.77513387	-1.093810873	0.645970186	-1.693283833	0.090401454	0.154426514
Os04g0510700	166.974775	-0.295292758	0.174399334	-1.693198887	0.090417616	0.154445253
Os12g0541600	349.4856467	0.225090295	0.132964136	1.69286472	0.09048122	0.154545021
Os03g0786500	150.8283506	0.349253538	0.206315387	1.692813817	0.090490912	0.154552699
Os02g0452601	12.40923227	-0.989332318	0.584500598	-1.692611301	0.090529479	0.15460969
Os12g0107500	238.6298581	0.279516978	0.165157528	1.692426507	0.090564682	0.154660931
Os01g0738900	210.9462881	0.264612031	0.156361968	1.692304305	0.090587968	0.154691814
Os01g0640700	879.1891449	-0.251835575	0.148821731	-1.692196245	0.090608562	0.154718099
Os02g0187200	390.4858652	-0.207527797	0.122665238	-1.691822397	0.090679842	0.154830923
Os06g0653900	628.2010412	0.202492049	0.119709308	1.691531368	0.090735362	0.154916828
Os05g0492600	7.095581226	1.477310828	0.873380452	1.691486023	0.090744015	0.154922708
Os05g0486600	48.57435762	-0.513165156	0.303391681	-1.691427909	0.090755106	0.154932749
Os01g0275300	702.9492293	0.257505172	0.152258712	1.691234411	0.090792041	0.154986908
Os01g0880200	532.1919106	0.269938791	0.159636521	1.690958862	0.09084466	0.15506783
Os03g0821275	43.38960729	-0.578504826	0.342137462	-1.690854962	0.090864507	0.155086209
Os05g0546300	141.6494799	0.567286558	0.335504191	1.690847903	0.090865856	0.155086209
Os05g0440100	17.54640537	-0.886280209	0.524262848	-1.690526446	0.090927283	0.155182146
Os03g0117050	3.584830202	2.042096374	1.208026113	1.690440589	0.090943695	0.15520125
Os04g0512500	61.1643305	0.472430889	0.279483971	1.690368459	0.090957485	0.155215877
Os08g0337700	753.6971933	0.196561768	0.11629038	1.690266794	0.090976925	0.155231237
Os09g0434500	13243.84336	0.141293696	0.083591964	1.690278457	0.090974695	0.155231237
Os07g0117800	9.269062952	-1.27199198	0.752580247	-1.69017455	0.090994566	0.155252431
Os12g0118700	80.48816413	-0.436227036	0.258104888	-1.690115362	0.091005887	0.155262839
Os03g0799100	2424.552132	-0.177224576	0.104865923	-1.690011116	0.091025828	0.155275962
Os07g0151200	967.0300837	-0.226073809	0.133772017	-1.689993277	0.091029241	0.155275962
Os10g0457700	1050.49569	-0.159233683	0.094218694	-1.690043414	0.091019649	0.155275962
Os06g0681000	53.10556192	0.53097928	0.314214904	1.689860263	0.091054691	0.155310468
Os02g0561900	7.805591664	1.444769213	0.855132576	1.689526577	0.091118563	0.1554105
Os01g0827200	238.5659236	0.259051673	0.15338238	1.688927192	0.091233384	0.155589973
Os07g0620800	100.1323796	0.370412772	0.219318966	1.68892266	0.091234252	0.155589973
Os05g0119400	25.1158969	-0.692346606	0.409974342	-1.688755944	0.09126621	0.155626626
Os08g0394000	1236.314113	-0.224600125	0.132996953	-1.688761436	0.091265157	0.155626626
Os03g0372900	1.563341449	-3.166927837	1.875491992	-1.688585102	0.091298968	0.155664635
Os07g0274100	296.2464688	-0.266187319	0.157638863	-1.688589439	0.091298136	0.155664635
Os01g0579800	155.10668	0.354810782	0.210164014	1.688256592	0.091361984	0.155718517
Os03g0356498	8.522514443	-1.401797397	0.830297562	-1.688307254	0.091352263	0.155718517
Os03g0310800	767.5111803	0.346427281	0.205183193	1.688380399	0.091338231	0.155718517
